dataset,idx,variant_id,transform,target,validation_note,ai_label,ai_risk,ai_exclude_from_metrics,ai_notes
codexglue,23504,23504__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
codexglue,22003,22003__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,26946,26946__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,11998,11998__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,855,855__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,18619,18619__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,22151,22151__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,25865,25865__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,22752,22752__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,4555,4555__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,70,70__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,24283,24283__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,11980,11980__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,14162,14162__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,18077,18077__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,674,674__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,17118,17118__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,25831,25831__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,4762,4762__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,6272,6272__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,22399,22399__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,8815,8815__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,"Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code differs, so this remains a source-level review item."
codexglue,14022,14022__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,16708,16708__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,17735,17735__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,4766,4766__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,"Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code differs, so this remains a source-level review item."
codexglue,3236,3236__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,937,937__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,10738,10738__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,24044,24044__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,23371,23371__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,7004,7004__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,22637,22637__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
codexglue,11400,11400__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,26191,26191__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,178,178__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,7967,7967__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,6543,6543__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,20618,20618__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,10772,10772__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,6374,6374__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,5789,5789__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,23393,23393__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,8010,8010__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,21762,21762__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,6307,6307__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,265,265__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,7596,7596__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,26437,26437__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,10962,10962__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,16147,16147__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,17553,17553__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,585,585__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,2806,2806__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,2358,2358__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,8878,8878__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,22016,22016__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,20000,20000__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,6685,6685__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,12596,12596__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,16281,16281__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,4341,4341__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,16412,16412__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,20197,20197__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,16724,16724__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,14680,14680__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,24230,24230__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,18646,18646__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,6708,6708__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,18892,18892__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,11979,11979__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,19916,19916__code_normalization_abstraction,code_normalization_abstraction,1,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,23155,23155__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
codexglue,15321,15321__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,2996,2996__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,24555,24555__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,11810,11810__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,5250,5250__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,11854,11854__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,4080,4080__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,6092,6092__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,19494,19494__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,20549,20549__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,18696,18696__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,18578,18578__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,20213,20213__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,18477,18477__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,17735,17735__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,21995,21995__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,18619,18619__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,17072,17072__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,25571,25571__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,19256,19256__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,15492,15492__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,27107,27107__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,280,280__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,13897,13897__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,5834,5834__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,12545,12545__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,8085,8085__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,444,444__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,24486,24486__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,22016,22016__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,15552,15552__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,23643,23643__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,6650,6650__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,16204,16204__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,20831,20831__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,27151,27151__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,22369,22369__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,14387,14387__comment_banner,comment_banner,0,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
codexglue,12596,12596__comment_banner,comment_banner,1,comment inserted,preserved,low,false,Inserted block comment; comments have no runtime effect outside preprocessor/macro edge cases. Comment-stripped code matches.
